2024-08-27 22:17:50,721 INFO    StreamThr :32760 [internal.py:wandb_internal():85] W&B internal server running at pid: 32760, started at: 2024-08-27 22:17:50.721424
2024-08-27 22:17:50,726 DEBUG   HandlerThread:32760 [handler.py:handle_request():158] handle_request: status
2024-08-27 22:17:50,729 INFO    WriterThread:32760 [datastore.py:open_for_write():87] open: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_221750-bqz48kv1\run-bqz48kv1.wandb
2024-08-27 22:17:50,729 DEBUG   SenderThread:32760 [sender.py:send():391] send: header
2024-08-27 22:17:50,805 DEBUG   SenderThread:32760 [sender.py:send():391] send: run
2024-08-27 22:17:52,546 INFO    SenderThread:32760 [dir_watcher.py:__init__():211] watching files in: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_221750-bqz48kv1\files
2024-08-27 22:17:52,546 INFO    SenderThread:32760 [sender.py:_start_run_threads():1200] run started: bqz48kv1 with start time 1724777270.726658
2024-08-27 22:17:52,573 DEBUG   HandlerThread:32760 [handler.py:handle_request():158] handle_request: check_version
2024-08-27 22:17:52,573 DEBUG   SenderThread:32760 [sender.py:send_request():418] send_request: check_version
2024-08-27 22:17:53,364 DEBUG   HandlerThread:32760 [handler.py:handle_request():158] handle_request: run_start
2024-08-27 22:17:53,386 DEBUG   HandlerThread:32760 [system_info.py:__init__():26] System info init
2024-08-27 22:17:53,386 DEBUG   HandlerThread:32760 [system_info.py:__init__():41] System info init done
2024-08-27 22:17:53,386 INFO    HandlerThread:32760 [system_monitor.py:start():194] Starting system monitor
2024-08-27 22:17:53,386 INFO    SystemMonitor:32760 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-27 22:17:53,387 INFO    HandlerThread:32760 [system_monitor.py:probe():214] Collecting system info
2024-08-27 22:17:53,397 INFO    SystemMonitor:32760 [interfaces.py:start():188] Started cpu monitoring
2024-08-27 22:17:53,404 DEBUG   HandlerThread:32760 [system_info.py:probe():152] Probing system
2024-08-27 22:17:53,405 INFO    SystemMonitor:32760 [interfaces.py:start():188] Started disk monitoring
2024-08-27 22:17:53,413 INFO    SystemMonitor:32760 [interfaces.py:start():188] Started memory monitoring
2024-08-27 22:17:53,426 INFO    SystemMonitor:32760 [interfaces.py:start():188] Started network monitoring
2024-08-27 22:17:53,432 DEBUG   HandlerThread:32760 [system_info.py:_probe_git():137] Probing git
2024-08-27 22:17:53,533 DEBUG   HandlerThread:32760 [system_info.py:_probe_git():145] Probing git done
2024-08-27 22:17:53,533 DEBUG   HandlerThread:32760 [system_info.py:probe():200] Probing system done
2024-08-27 22:17:53,533 DEBUG   HandlerThread:32760 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.0', 'heartbeatAt': '2024-08-27T16:47:53.405113', 'startedAt': '2024-08-27T16:47:50.697114', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Isara Liyanage\\Documents\\GitHub\\HealthBot_Plus\\HealthBot Plus App\\backend\\app.py', 'codePathLocal': 'HealthBot Plus App\\backend\\app.py', 'codePath': 'HealthBot Plus App\\backend\\app.py', 'git': {'remote': 'https://github.com/Isara-Li/HealthBot_Plus.git', 'commit': '4b3d0e7cd687f1c7ca05ac695ea3720b9ef26222'}, 'email': 'vimandika.21@cse.mrt.ac.lk', 'root': 'C:/Users/Isara Liyanage/Documents/GitHub/HealthBot_Plus', 'host': 'LAPTOP-C4L9FNK2', 'username': 'Isara Liyanage', 'executable': 'C:\\Users\\Isara Liyanage\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 998.0, 'min': 0.0, 'max': 1498.0}, 'cpu_freq_per_core': [{'current': 998.0, 'min': 0.0, 'max': 1498.0}], 'disk': {'/': {'total': 475.4426918029785, 'used': 429.0933074951172}}, 'memory': {'total': 15.673728942871094}}
2024-08-27 22:17:53,533 INFO    HandlerThread:32760 [system_monitor.py:probe():224] Finished collecting system info
2024-08-27 22:17:53,533 INFO    HandlerThread:32760 [system_monitor.py:probe():227] Publishing system info
2024-08-27 22:17:53,536 INFO    HandlerThread:32760 [system_monitor.py:probe():229] Finished publishing system info
2024-08-27 22:17:53,554 INFO    Thread-16 :32760 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_221750-bqz48kv1\files\wandb-metadata.json
2024-08-27 22:17:53,554 DEBUG   SenderThread:32760 [sender.py:send():391] send: files
2024-08-27 22:17:53,554 INFO    SenderThread:32760 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-27 22:17:53,832 DEBUG   HandlerThread:32760 [handler.py:handle_request():158] handle_request: python_packages
2024-08-27 22:17:53,832 DEBUG   SenderThread:32760 [sender.py:send_request():418] send_request: python_packages
2024-08-27 22:17:53,832 DEBUG   HandlerThread:32760 [handler.py:handle_request():158] handle_request: stop_status
2024-08-27 22:17:53,844 DEBUG   SenderThread:32760 [sender.py:send_request():418] send_request: stop_status
2024-08-27 22:17:53,845 DEBUG   HandlerThread:32760 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-27 22:17:54,570 INFO    Thread-16 :32760 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_221750-bqz48kv1\files\requirements.txt
