2024-08-27 21:48:16,668 INFO    StreamThr :28172 [internal.py:wandb_internal():85] W&B internal server running at pid: 28172, started at: 2024-08-27 21:48:16.668114
2024-08-27 21:48:16,673 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: status
2024-08-27 21:48:16,679 INFO    WriterThread:28172 [datastore.py:open_for_write():87] open: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\run-xc3vrzgt.wandb
2024-08-27 21:48:16,679 DEBUG   SenderThread:28172 [sender.py:send():391] send: header
2024-08-27 21:48:16,731 DEBUG   SenderThread:28172 [sender.py:send():391] send: run
2024-08-27 21:48:18,194 INFO    SenderThread:28172 [dir_watcher.py:__init__():211] watching files in: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files
2024-08-27 21:48:18,194 INFO    SenderThread:28172 [sender.py:_start_run_threads():1200] run started: xc3vrzgt with start time 1724775496.673246
2024-08-27 21:48:18,195 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: check_version
2024-08-27 21:48:18,195 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: check_version
2024-08-27 21:48:19,045 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: run_start
2024-08-27 21:48:19,055 DEBUG   HandlerThread:28172 [system_info.py:__init__():26] System info init
2024-08-27 21:48:19,055 DEBUG   HandlerThread:28172 [system_info.py:__init__():41] System info init done
2024-08-27 21:48:19,055 INFO    HandlerThread:28172 [system_monitor.py:start():194] Starting system monitor
2024-08-27 21:48:19,055 INFO    SystemMonitor:28172 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-27 21:48:19,055 INFO    HandlerThread:28172 [system_monitor.py:probe():214] Collecting system info
2024-08-27 21:48:19,060 INFO    SystemMonitor:28172 [interfaces.py:start():188] Started cpu monitoring
2024-08-27 21:48:19,060 DEBUG   HandlerThread:28172 [system_info.py:probe():152] Probing system
2024-08-27 21:48:19,060 INFO    SystemMonitor:28172 [interfaces.py:start():188] Started disk monitoring
2024-08-27 21:48:19,074 INFO    SystemMonitor:28172 [interfaces.py:start():188] Started memory monitoring
2024-08-27 21:48:19,091 INFO    SystemMonitor:28172 [interfaces.py:start():188] Started network monitoring
2024-08-27 21:48:19,091 DEBUG   HandlerThread:28172 [system_info.py:_probe_git():137] Probing git
2024-08-27 21:48:19,191 DEBUG   HandlerThread:28172 [system_info.py:_probe_git():145] Probing git done
2024-08-27 21:48:19,191 DEBUG   HandlerThread:28172 [system_info.py:probe():200] Probing system done
2024-08-27 21:48:19,191 DEBUG   HandlerThread:28172 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.0', 'heartbeatAt': '2024-08-27T16:18:19.060307', 'startedAt': '2024-08-27T16:18:16.635274', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Isara Liyanage\\Documents\\GitHub\\HealthBot_Plus\\HealthBot Plus App\\backend\\app.py', 'codePathLocal': 'HealthBot Plus App\\backend\\app.py', 'codePath': 'HealthBot Plus App\\backend\\app.py', 'git': {'remote': 'https://github.com/Isara-Li/HealthBot_Plus.git', 'commit': '4b3d0e7cd687f1c7ca05ac695ea3720b9ef26222'}, 'email': 'vimandika.21@cse.mrt.ac.lk', 'root': 'C:/Users/Isara Liyanage/Documents/GitHub/HealthBot_Plus', 'host': 'LAPTOP-C4L9FNK2', 'username': 'Isara Liyanage', 'executable': 'C:\\Users\\Isara Liyanage\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1298.0, 'min': 0.0, 'max': 1498.0}, 'cpu_freq_per_core': [{'current': 1298.0, 'min': 0.0, 'max': 1498.0}], 'disk': {'/': {'total': 475.4426918029785, 'used': 429.97573471069336}}, 'memory': {'total': 15.673728942871094}}
2024-08-27 21:48:19,192 INFO    HandlerThread:28172 [system_monitor.py:probe():224] Finished collecting system info
2024-08-27 21:48:19,192 INFO    HandlerThread:28172 [system_monitor.py:probe():227] Publishing system info
2024-08-27 21:48:19,193 INFO    HandlerThread:28172 [system_monitor.py:probe():229] Finished publishing system info
2024-08-27 21:48:19,200 INFO    Thread-16 :28172 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\wandb-metadata.json
2024-08-27 21:48:19,207 DEBUG   SenderThread:28172 [sender.py:send():391] send: files
2024-08-27 21:48:19,208 INFO    SenderThread:28172 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-27 21:48:19,438 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: python_packages
2024-08-27 21:48:19,438 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: python_packages
2024-08-27 21:48:19,438 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: stop_status
2024-08-27 21:48:19,438 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-27 21:48:19,438 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: stop_status
2024-08-27 21:48:20,212 INFO    Thread-16 :28172 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\requirements.txt
2024-08-27 21:48:20,449 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-27 21:48:20,521 DEBUG   SenderThread:28172 [sender.py:send():391] send: telemetry
2024-08-27 21:48:21,001 INFO    wandb-upload_0:28172 [upload_job.py:push():130] Uploaded file C:\Users\ISARAL~1\AppData\Local\Temp\tmpnfpc_5sswandb\szc7tf8o-wandb-metadata.json
2024-08-27 21:48:21,407 DEBUG   SenderThread:28172 [sender.py:send():391] send: exit
2024-08-27 21:48:21,410 INFO    SenderThread:28172 [sender.py:send_exit():598] handling exit code: 1
2024-08-27 21:48:21,410 INFO    SenderThread:28172 [sender.py:send_exit():600] handling runtime: 2
2024-08-27 21:48:21,410 INFO    SenderThread:28172 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-27 21:48:21,413 INFO    SenderThread:28172 [sender.py:send_exit():606] send defer
2024-08-27 21:48:21,413 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:21,413 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-27 21:48:21,413 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:21,413 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 0
2024-08-27 21:48:21,413 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 1
2024-08-27 21:48:21,413 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:21,413 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 1
2024-08-27 21:48:21,413 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:21,413 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 1
2024-08-27 21:48:21,413 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 2
2024-08-27 21:48:21,413 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:21,413 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 2
2024-08-27 21:48:21,413 INFO    HandlerThread:28172 [system_monitor.py:finish():203] Stopping system monitor
2024-08-27 21:48:21,413 DEBUG   SystemMonitor:28172 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-27 21:48:21,413 INFO    HandlerThread:28172 [interfaces.py:finish():200] Joined cpu monitor
2024-08-27 21:48:21,413 DEBUG   SystemMonitor:28172 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-27 21:48:21,413 INFO    HandlerThread:28172 [interfaces.py:finish():200] Joined disk monitor
2024-08-27 21:48:21,413 DEBUG   SystemMonitor:28172 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-27 21:48:21,413 INFO    HandlerThread:28172 [interfaces.py:finish():200] Joined memory monitor
2024-08-27 21:48:21,413 INFO    HandlerThread:28172 [interfaces.py:finish():200] Joined network monitor
2024-08-27 21:48:21,413 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:21,413 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 2
2024-08-27 21:48:21,413 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 3
2024-08-27 21:48:21,418 DEBUG   SenderThread:28172 [sender.py:send():391] send: stats
2024-08-27 21:48:21,418 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:21,418 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 3
2024-08-27 21:48:21,418 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:21,418 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 3
2024-08-27 21:48:21,418 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 4
2024-08-27 21:48:21,419 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:21,419 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 4
2024-08-27 21:48:21,420 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:21,420 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 4
2024-08-27 21:48:21,420 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 5
2024-08-27 21:48:21,420 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:21,420 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 5
2024-08-27 21:48:21,422 DEBUG   SenderThread:28172 [sender.py:send():391] send: summary
2024-08-27 21:48:21,422 INFO    SenderThread:28172 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-27 21:48:21,422 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:21,422 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 5
2024-08-27 21:48:21,422 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 6
2024-08-27 21:48:21,422 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:21,422 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 6
2024-08-27 21:48:21,422 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:21,422 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 6
2024-08-27 21:48:21,427 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: status_report
2024-08-27 21:48:21,825 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 7
2024-08-27 21:48:21,825 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:21,825 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 7
2024-08-27 21:48:21,825 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:21,825 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 7
2024-08-27 21:48:22,226 INFO    Thread-16 :28172 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\config.yaml
2024-08-27 21:48:22,226 INFO    Thread-16 :28172 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\output.log
2024-08-27 21:48:22,226 INFO    Thread-16 :28172 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\wandb-summary.json
2024-08-27 21:48:22,414 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-27 21:48:23,410 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 8
2024-08-27 21:48:23,410 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: poll_exit
2024-08-27 21:48:23,410 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:23,410 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 8
2024-08-27 21:48:23,411 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:23,411 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 8
2024-08-27 21:48:23,411 INFO    SenderThread:28172 [job_builder.py:build():443] Attempting to build job artifact
2024-08-27 21:48:23,412 INFO    SenderThread:28172 [job_builder.py:_get_source_type():572] is repo sourced job
2024-08-27 21:48:23,417 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-27 21:48:23,475 INFO    SenderThread:28172 [job_builder.py:build():548] adding wandb-job metadata file
2024-08-27 21:48:23,491 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 9
2024-08-27 21:48:23,491 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: poll_exit
2024-08-27 21:48:23,491 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:23,491 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 9
2024-08-27 21:48:23,491 DEBUG   SenderThread:28172 [sender.py:send():391] send: artifact
2024-08-27 21:48:24,237 INFO    Thread-16 :28172 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\output.log
2024-08-27 21:48:24,431 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-27 21:48:25,552 INFO    SenderThread:28172 [sender.py:send_artifact():1549] sent artifact job-https___github.com_Isara-Li_HealthBot_Plus.git_HealthBot_Plus_App_backend_app.py - {'id': 'QXJ0aWZhY3Q6MTE2NzkyMjY5NA==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQxNzY4OTg2Mw==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTE2NzkyMjY5NA==', 'versionIndex': 0}}}
2024-08-27 21:48:25,552 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:25,552 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 9
2024-08-27 21:48:25,552 INFO    SenderThread:28172 [dir_watcher.py:finish():358] shutting down directory watcher
2024-08-27 21:48:26,244 INFO    SenderThread:28172 [dir_watcher.py:finish():388] scan: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files
2024-08-27 21:48:26,244 INFO    SenderThread:28172 [dir_watcher.py:finish():402] scan save: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\config.yaml config.yaml
2024-08-27 21:48:26,244 INFO    SenderThread:28172 [dir_watcher.py:finish():402] scan save: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\output.log output.log
2024-08-27 21:48:26,244 INFO    SenderThread:28172 [dir_watcher.py:finish():402] scan save: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\requirements.txt requirements.txt
2024-08-27 21:48:26,244 INFO    SenderThread:28172 [dir_watcher.py:finish():402] scan save: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\wandb-metadata.json wandb-metadata.json
2024-08-27 21:48:26,244 INFO    SenderThread:28172 [dir_watcher.py:finish():402] scan save: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\wandb-summary.json wandb-summary.json
2024-08-27 21:48:26,244 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 10
2024-08-27 21:48:26,244 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: poll_exit
2024-08-27 21:48:26,260 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:26,260 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 10
2024-08-27 21:48:26,260 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:26,260 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 10
2024-08-27 21:48:26,260 INFO    SenderThread:28172 [file_pusher.py:finish():169] shutting down file pusher
2024-08-27 21:48:26,458 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-27 21:48:26,458 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: poll_exit
2024-08-27 21:48:27,145 INFO    wandb-upload_0:28172 [upload_job.py:push():130] Uploaded file C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\config.yaml
2024-08-27 21:48:27,460 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-27 21:48:27,460 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: status_report
2024-08-27 21:48:27,460 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: poll_exit
2024-08-27 21:48:27,588 INFO    wandb-upload_1:28172 [upload_job.py:push():130] Uploaded file C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\output.log
2024-08-27 21:48:27,872 INFO    wandb-upload_2:28172 [upload_job.py:push():130] Uploaded file C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\requirements.txt
2024-08-27 21:48:28,304 INFO    wandb-upload_3:28172 [upload_job.py:push():130] Uploaded file C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214816-xc3vrzgt\files\wandb-summary.json
2024-08-27 21:48:28,463 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-27 21:48:28,463 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: poll_exit
2024-08-27 21:48:28,517 INFO    Thread-15 (_thread_body):28172 [sender.py:transition_state():626] send defer: 11
2024-08-27 21:48:28,517 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:28,518 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 11
2024-08-27 21:48:28,518 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:28,518 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 11
2024-08-27 21:48:28,518 INFO    SenderThread:28172 [file_pusher.py:join():175] waiting for file pusher
2024-08-27 21:48:28,518 INFO    SenderThread:28172 [sender.py:transition_state():626] send defer: 12
2024-08-27 21:48:28,518 DEBUG   HandlerThread:28172 [handler.py:handle_request():158] handle_request: defer
2024-08-27 21:48:28,518 INFO    HandlerThread:28172 [handler.py:handle_request_defer():184] handle defer: 12
2024-08-27 21:48:28,518 DEBUG   SenderThread:28172 [sender.py:send_request():418] send_request: defer
2024-08-27 21:48:28,518 INFO    SenderThread:28172 [sender.py:send_request_defer():622] handle sender defer: 12
2024-08-27 21:48:28,518 INFO    SenderThread:28172 [file_stream.py:finish():601] file stream finish called
