2024-08-27 21:41:07,440 INFO    StreamThr :27880 [internal.py:wandb_internal():85] W&B internal server running at pid: 27880, started at: 2024-08-27 21:41:07.436855
2024-08-27 21:41:07,443 DEBUG   HandlerThread:27880 [handler.py:handle_request():158] handle_request: status
2024-08-27 21:41:07,449 INFO    WriterThread:27880 [datastore.py:open_for_write():87] open: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214107-kxw1r8ru\run-kxw1r8ru.wandb
2024-08-27 21:41:07,449 DEBUG   SenderThread:27880 [sender.py:send():391] send: header
2024-08-27 21:41:07,500 DEBUG   SenderThread:27880 [sender.py:send():391] send: run
2024-08-27 21:41:11,714 DEBUG   HandlerThread:27880 [handler.py:handle_request():158] handle_request: check_version
2024-08-27 21:41:11,729 INFO    SenderThread:27880 [dir_watcher.py:__init__():211] watching files in: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_214107-kxw1r8ru\files
2024-08-27 21:41:11,729 INFO    SenderThread:27880 [sender.py:_start_run_threads():1200] run started: kxw1r8ru with start time 1724775067.440687
2024-08-27 21:41:11,729 DEBUG   SenderThread:27880 [sender.py:send_request():418] send_request: check_version
2024-08-27 21:41:12,653 DEBUG   HandlerThread:27880 [handler.py:handle_request():158] handle_request: status_report
2024-08-27 21:41:12,653 DEBUG   HandlerThread:27880 [handler.py:handle_request():158] handle_request: run_start
2024-08-27 21:41:12,669 DEBUG   HandlerThread:27880 [system_info.py:__init__():26] System info init
2024-08-27 21:41:12,669 DEBUG   HandlerThread:27880 [system_info.py:__init__():41] System info init done
2024-08-27 21:41:12,669 INFO    HandlerThread:27880 [system_monitor.py:start():194] Starting system monitor
2024-08-27 21:41:12,669 INFO    SystemMonitor:27880 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-27 21:41:12,669 INFO    HandlerThread:27880 [system_monitor.py:probe():214] Collecting system info
2024-08-27 21:41:12,669 INFO    SystemMonitor:27880 [interfaces.py:start():188] Started cpu monitoring
2024-08-27 21:41:12,684 DEBUG   HandlerThread:27880 [system_info.py:probe():152] Probing system
2024-08-27 21:41:12,684 DEBUG   HandlerThread:27880 [system_info.py:_probe_git():137] Probing git
2024-08-27 21:41:12,684 INFO    SystemMonitor:27880 [interfaces.py:start():188] Started disk monitoring
2024-08-27 21:41:12,684 INFO    SystemMonitor:27880 [interfaces.py:start():188] Started memory monitoring
2024-08-27 21:41:12,700 INFO    SystemMonitor:27880 [interfaces.py:start():188] Started network monitoring
