2024-08-27 22:35:49,118 INFO    StreamThr :13888 [internal.py:wandb_internal():85] W&B internal server running at pid: 13888, started at: 2024-08-27 22:35:49.117817
2024-08-27 22:35:49,120 DEBUG   HandlerThread:13888 [handler.py:handle_request():158] handle_request: status
2024-08-27 22:35:49,126 INFO    WriterThread:13888 [datastore.py:open_for_write():87] open: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_223549-qd39ydpz\run-qd39ydpz.wandb
2024-08-27 22:35:49,127 DEBUG   SenderThread:13888 [sender.py:send():391] send: header
2024-08-27 22:35:49,167 DEBUG   SenderThread:13888 [sender.py:send():391] send: run
2024-08-27 22:35:50,719 INFO    SenderThread:13888 [dir_watcher.py:__init__():211] watching files in: C:\Users\Isara Liyanage\Documents\GitHub\HealthBot_Plus\wandb\run-20240827_223549-qd39ydpz\files
2024-08-27 22:35:50,719 INFO    SenderThread:13888 [sender.py:_start_run_threads():1200] run started: qd39ydpz with start time 1724778349.120575
2024-08-27 22:35:50,729 DEBUG   HandlerThread:13888 [handler.py:handle_request():158] handle_request: check_version
2024-08-27 22:35:50,729 DEBUG   SenderThread:13888 [sender.py:send_request():418] send_request: check_version
2024-08-27 22:35:51,685 DEBUG   HandlerThread:13888 [handler.py:handle_request():158] handle_request: run_start
2024-08-27 22:35:51,695 DEBUG   HandlerThread:13888 [system_info.py:__init__():26] System info init
2024-08-27 22:35:51,695 DEBUG   HandlerThread:13888 [system_info.py:__init__():41] System info init done
2024-08-27 22:35:51,695 INFO    HandlerThread:13888 [system_monitor.py:start():194] Starting system monitor
2024-08-27 22:35:51,695 INFO    SystemMonitor:13888 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-27 22:35:51,695 INFO    HandlerThread:13888 [system_monitor.py:probe():214] Collecting system info
2024-08-27 22:35:51,711 DEBUG   HandlerThread:13888 [system_info.py:probe():152] Probing system
2024-08-27 22:35:51,711 INFO    SystemMonitor:13888 [interfaces.py:start():188] Started cpu monitoring
2024-08-27 22:35:51,711 INFO    SystemMonitor:13888 [interfaces.py:start():188] Started disk monitoring
2024-08-27 22:35:51,727 INFO    SystemMonitor:13888 [interfaces.py:start():188] Started memory monitoring
2024-08-27 22:35:51,727 DEBUG   HandlerThread:13888 [system_info.py:_probe_git():137] Probing git
